year,name,sex,num
2022,Vega,F,266
2022,Vera,F,220
2022,Veronica,F,13
2022,Victoria,F,198
2022,Victoria Isabel,F,3
2022,Victoria Isabella,F,3
2022,Victoria Maria,F,4
2022,Vida,F,4
2022,Vienna,F,3
2022,Viktoria,F,3
2022,Violeta,F,46
2022,Virginia,F,4
2022,Xana,F,4
2022,Xenia,F,3
2022,Xiana,F,3
2022,Ximena,F,6
2022,Xinyu,F,3
2022,Xinyue,F,5
2022,Xiomara,F,3
2022,Xiyue,F,4
2022,Yaiza,F,21
2022,Yanay,F,6
2022,Yaneli,F,4
2022,Yanet,F,3
2022,Yanira,F,6
2022,Yara,F,17
2022,Yarel,F,11
2022,Yareli,F,6
2022,Yaren,F,4
2022,Yasira,F,3
2022,Yasmin,F,29
2022,Yasmina,F,6
2022,Yasmine,F,4
2022,Yassmin,F,6
2022,Yixin,F,3
2022,Yoana,F,3
2022,Yolanda,F,3
2022,Yousra,F,4
2022,Yuen,F,3
2022,Yulia,F,4
2022,Zainab,F,5
2022,Zaira,F,18
2022,Zara,F,4
2022,Zaya,F,3
2022,Zaynab,F,4
2022,Zhoe,F,3
2022,Zoe,F,167
2022,Zoe Aitana,F,3
2022,Zoe Valentina,F,6
